hg19.kgXref.geneSymbol	hg19.knownGene.chrom	hg19.knownGene.chrom.num	hg19.knownGene.strand	hg19.knownGene.dir	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownGene.cdsStart	hg19.knownGene.cdsEnd	hg19.knownGene.exonCount	hg19.knownGene.exonStarts	hg19.knownGene.exonEnds	hg19.knownGene.proteinID	hg19.knownGene.alignID
MYB	chr6	6	+	1	135502452	135540311	135502651	135539118	14	"135502452,135507040,135508971,135510928,135511264,135513461,135514975,135516885,135520045,135521222,135521427,135522776,135524354,135539001,"	"135502674,135507158,135509043,135511021,135511485,135513696,135515056,135517140,135520188,135521337,135521553,135522887,135524462,135540311,"	E9PI07	uc010kgj.3
MYB	chr6	6	+	1	135502452	135540311	135502651	135539118	15	"135502452,135507040,135508971,135510928,135511264,135513461,135514975,135515493,135516885,135520045,135521222,135521427,135522776,135524354,135539001,"	"135502674,135507158,135509043,135511021,135511485,135513696,135515056,135515598,135517140,135520188,135521337,135521553,135522887,135524462,135540311,"	P10242	uc003qfc.3
MYB	chr6	6	+	1	135507014	135540311	135507014	135507014	15	"135507014,135508971,135510928,135511264,135513461,135514975,135515493,135516097,135516885,135520045,135521222,135521427,135522776,135524354,135539001,"	"135507158,135509043,135511021,135511485,135513696,135515056,135515589,135516219,135517140,135520188,135521337,135521553,135522887,135524462,135540311,"		uc003qgc.3
MYBL1	chr8	8	-	0	67474409	67525480	67476931	67525073	15	"67474409,67478918,67479110,67484716,67485598,67488241,67492367,67504674,67505354,67507817,67509564,67511284,67513932,67514652,67525053,"	"67477060,67479023,67479227,67484831,67485741,67488610,67492598,67504779,67505429,67507992,67509785,67511377,67514004,67514758,67525480,"	Q495G0	uc003xwk.3
MYBL1	chr8	8	-	0	67474409	67525480	67476931	67525073	16	"67474409,67478298,67478918,67479110,67484716,67485598,67488241,67492367,67504674,67505354,67507817,67509564,67511284,67513932,67514652,67525053,"	"67477060,67478478,67479023,67479227,67484831,67485741,67488610,67492601,67504779,67505429,67507992,67509785,67511377,67514004,67514758,67525480,"	P10243	uc003xwj.3
MYBL1	chr8	8	-	0	67474409	67525480	67476931	67525073	15	"67474409,67478918,67479110,67484716,67485598,67488241,67492367,67504674,67505354,67507817,67509564,67511284,67513932,67514652,67525053,"	"67477060,67479023,67479227,67484831,67485741,67488610,67492601,67504779,67505429,67507992,67509785,67511377,67514004,67514758,67525480,"	P10243-2	uc003xwl.3
MYBL2	chr20	20	+	1	42295708	42345122	42295923	42344727	13	"42295708,42302445,42311433,42315491,42320796,42328396,42331129,42333858,42338602,42340127,42341641,42343773,42344598,"	"42295943,42302539,42311526,42315712,42320959,42328684,42331543,42333998,42338702,42340241,42341746,42343923,42345122,"	F8W6N6	uc010zwj.1
MYBL2	chr20	20	+	1	42295708	42345122	42295923	42344727	14	"42295708,42302445,42310423,42311433,42315491,42320796,42328396,42331129,42333858,42338602,42340127,42341641,42343773,42344598,"	"42295943,42302539,42310495,42311526,42315712,42320959,42328684,42331543,42333998,42338702,42340241,42341746,42343923,42345122,"	P10244	uc002xlb.1
MYC	chr8	8	+	1	128747764	128751018	128750508	128751018	3	"128747764,128748686,128750496,"	"128748082,128748869,128751018,"	H0YBG3	uc003ysh.1
MYC	chr8	8	+	1	128748314	128752723	128750508	128752660	3	"128748314,128750493,128752643,"	"128748869,128751265,128752723,"	P01106	uc022bbe.1
MYC	chr8	8	+	1	128806802	128867566	128806802	128806802	3	"128806802,128808139,128867400,"	"128806980,128808254,128867566,"		uc003ysj.3
MYC	chr8	8	+	1	128806802	128867566	128806802	128806802	2	"128806802,128867400,"	"128806980,128867566,"		uc031tci.1
MYC	chr8	8	+	1	128748314	128753680	128748839	128753204	3	"128748314,128750493,128752641,"	"128748869,128751265,128753680,"	P01106-2	uc003ysi.3
MYCN	chr2	2	+	1	16082045	16087129	16082186	16086219	2	"16082045,16085614,"	"16082976,16087129,"	P04198	uc010yjr.2
MYCN	chr2	2	+	1	16080682	16087129	16082186	16086219	3	"16080682,16082069,16085614,"	"16080865,16082976,16087129,"	P04198	uc002rci.3
MYF5	chr12	12	+	1	81110707	81113447	81110842	81112830	3	"81110707,81112136,81112639,"	"81111343,81112212,81113447,"	P13349	uc001szg.2
MYF6	chr12	12	+	1	81101407	81103256	81101498	81102739	3	"81101407,81102302,81102620,"	"81102017,81102393,81103256,"	P23409	uc001szf.2
MYOD1	chr11	11	+	1	17741109	17743678	17741329	17743055	3	"17741109,17742448,17742801,"	"17741959,17742527,17743678,"	P15172	uc001mni.3
MYOG	chr1	1	-	0	203052256	203055166	203053037	203055089	3	"203052256,203053774,203054618,"	"203053159,203053856,203055166,"	P15173	uc001gzd.4
MZF1	chr19	19	-	0	59079552	59084142	59080635	59083999	5	"59079552,59080882,59081710,59082360,59083916,"	"59080764,59080953,59081894,59082796,59084142,"	Q7Z729	uc010euu.1
MZF1	chr19	19	-	0	59073283	59084942	59074526	59082756	6	"59073283,59080643,59080882,59081710,59082360,59084421,"	"59074627,59080764,59080953,59081894,59082796,59084942,"	NP_001253962	uc031rnj.1
MZF1	chr19	19	-	0	59073283	59084942	59073438	59082756	6	"59073283,59080643,59080882,59081710,59082360,59084739,"	"59074871,59080764,59080953,59081894,59082796,59084942,"	P28698	uc002qtn.3
MZF1	chr19	19	-	0	59073283	59084942	59073438	59082756	6	"59073283,59080643,59080882,59081710,59082360,59084421,"	"59074871,59080764,59080953,59081894,59082796,59084942,"	P28698	uc002qto.3
NEUROD1	chr2	2	-	0	182542516	182543587	182542516	182543587	1	"182542516,"	"182543587,"	Q13562	uc021vto.1
NEUROD1	chr2	2	-	0	182540832	182545392	182542516	182543587	2	"182540832,182545156,"	"182543598,182545392,"	NP_002491	uc002uof.4
NEUROD2	chr17	17	-	0	37761703	37762852	37761703	37762852	1	"37761703,"	"37762852,"	Q15784	uc021tws.1
NEUROD2	chr17	17	-	0	37760020	37764175	37761703	37762852	2	"37760020,37763980,"	"37762857,37764175,"	Q15784	uc002hry.3
NEUROG1	chr5	5	-	0	134869971	134871639	134870666	134871380	1	"134869971,"	"134871639,"	Q92886	uc003lax.3
NEUROG2	chr4	4	-	0	113435812	113436631	113435812	113436631	1	"113435812,"	"113436631,"	Q9H2A3	uc021xqu.1
NEUROG2	chr4	4	-	0	113434671	113437328	113435812	113436631	2	"113434671,113437002,"	"113436632,113437328,"	Q9H2A3	uc003ias.3
NFATC2	chr20	20	-	0	50003493	50179370	50015223	50179168	11	"50003493,50015179,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50179098,"	"50007988,50015267,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140649,50179370,"	Q13469-3	uc010zyx.3
NFATC2	chr20	20	-	0	50003493	50179370	50007932	50179168	10	"50003493,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50179098,"	"50007988,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140649,50179370,"	B5B2P2	uc002xwe.4
NFATC2	chr20	20	-	0	50003493	50179370	50015223	50140122	11	"50003493,50015179,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50179098,"	"50007988,50015267,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140135,50179370,"	B5B2P0	uc010zyy.3
NFATC2	chr20	20	-	0	50003493	50179370	50007932	50140122	10	"50003493,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50179098,"	"50007988,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140135,50179370,"	NP_001245224	uc010zyz.3
NFATC2	chr20	20	-	0	50003493	50159258	50015223	50140122	11	"50003493,50015179,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50158908,"	"50007988,50015267,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140135,50159258,"	B5B2P0	uc010zyv.3
NFATC2	chr20	20	-	0	50003493	50159258	50007932	50140122	10	"50003493,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50158908,"	"50007988,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140135,50159258,"	NP_001245226	uc010zyw.3
NFATC2	chr20	20	-	0	50003493	50159258	50015223	50159038	11	"50003493,50015179,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50158908,"	"50007988,50015267,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140649,50159258,"	Q13469-2	uc002xwc.4
NFATC2	chr20	20	-	0	50003493	50159258	50007932	50159038	10	"50003493,50048603,50051724,50052242,50071084,50090516,50091994,50133322,50139619,50158908,"	"50007988,50049293,50051851,50052298,50071225,50090689,50092197,50133494,50140649,50159258,"	Q13469	uc002xwd.4
NFATC3	chr16	16	+	1	68119268	68226115	68191807	68225710	7	"68119268,68191771,68200745,68208276,68215377,68217142,68224670,"	"68119687,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc002evl.3
NFATC3	chr16	16	+	1	68119268	68226115	68119584	68225710	9	"68119268,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68119687,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S2	uc002evk.3
NFATC3	chr16	16	+	1	68118653	68263162	68191807	68248332	11	"68118653,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68119083,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S3	uc010vkn.2
NFATC3	chr16	16	+	1	68118653	68263162	68191807	68260374	10	"68118653,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68119083,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc010vkm.2
NFATC3	chr16	16	+	1	68118653	68226115	68191807	68225710	9	"68118653,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68119083,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc010vkl.2
NFATC3	chr16	16	+	1	68118680	68263162	68191807	68248332	11	"68118680,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68118828,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S3	uc010vkp.2
NFATC3	chr16	16	+	1	68118680	68263162	68191807	68260374	10	"68118680,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68118828,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc010vkq.2
NFATC3	chr16	16	+	1	68118680	68226115	68191807	68225710	9	"68118680,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68118828,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc010vko.2
NFATC3	chr16	16	+	1	68119763	68263162	68191807	68248332	11	"68119763,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68119819,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S3	uc010vkt.2
NFATC3	chr16	16	+	1	68119763	68263162	68191807	68260374	10	"68119763,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68119819,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc010vks.2
NFATC3	chr16	16	+	1	68119763	68226115	68191807	68225710	9	"68119763,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68119819,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc010vkr.2
NFATC3	chr16	16	+	1	68120540	68263162	68191807	68248332	11	"68120540,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68120601,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S3	uc010vkw.2
NFATC3	chr16	16	+	1	68120540	68263162	68191807	68260374	10	"68120540,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68120601,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc010vkv.2
NFATC3	chr16	16	+	1	68120540	68226115	68191807	68225710	9	"68120540,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68120601,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc010vku.2
NFATC3	chr16	16	+	1	68120603	68263162	68191807	68248332	11	"68120603,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68120701,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S3	uc010vkz.2
NFATC3	chr16	16	+	1	68120603	68263162	68191807	68260374	10	"68120603,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68120701,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc010vky.2
NFATC3	chr16	16	+	1	68120603	68226115	68191807	68225710	9	"68120603,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68120701,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc010vkx.2
NFATC3	chr16	16	+	1	68122603	68263162	68191807	68248332	11	"68122603,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68123105,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S3	uc010vlc.2
NFATC3	chr16	16	+	1	68122603	68263162	68191807	68260374	10	"68122603,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68123105,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc010vlb.2
NFATC3	chr16	16	+	1	68122603	68226115	68191807	68225710	9	"68122603,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,"	"68123105,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68226115,"	B5B2S5	uc010vla.2
NFATC3	chr16	16	+	1	68119268	68263162	68119584	68248332	11	"68119268,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68248231,68260252,"	"68119687,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68248335,68263162,"	B5B2S0	uc002evm.2
NFATC3	chr16	16	+	1	68119268	68263162	68119584	68260255	11	"68119268,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68255098,68260252,"	"68119687,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68255187,68263162,"	Q12968-3	uc002evn.2
NFATC3	chr16	16	+	1	68119268	68263162	68119584	68260374	10	"68119268,68155889,68160350,68191771,68200745,68208276,68215377,68217142,68224670,68260252,"	"68119687,68157024,68160513,68191971,68200918,68208417,68215433,68217269,68225678,68263162,"	Q12968	uc002evo.2
NFATC4	chr14	14	+	1	24836465	24843672	24836547	24843336	6	"24836465,24837517,24838704,24841646,24842376,24842900,"	"24836557,24837646,24839800,24841809,24842576,24843672,"	B4DU09	uc010als.2
NFATC4	chr14	14	+	1	24837225	24843913	24837546	24843336	5	"24837225,24838704,24841646,24842376,24842900,"	"24837646,24838876,24841809,24842576,24843913,"		uc010alu.3
NFATC4	chr14	14	+	1	24836144	24848810	24836260	24846911	11	"24836144,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24836420,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	Q14934-2	uc010tol.2
NFATC4	chr14	14	+	1	24836465	24848810	24836547	24846911	11	"24836465,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24836557,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	Q14934-6	uc010ton.2
NFATC4	chr14	14	+	1	24836465	24848810	24836547	24846911	11	"24836465,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24836557,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-15	uc010too.2
NFATC4	chr14	14	+	1	24836465	24848810	24836547	24846149	10	"24836465,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,"	"24836557,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24848810,"	Q14934-7	uc010tom.2
NFATC4	chr14	14	+	1	24836714	24848810	24836792	24846911	11	"24836714,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24836859,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	Q14934-4	uc010top.2
NFATC4	chr14	14	+	1	24836714	24848810	24836792	24846911	11	"24836714,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24836859,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-14	uc010toq.2
NFATC4	chr14	14	+	1	24836714	24848810	24836792	24846149	10	"24836714,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,"	"24836859,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24848810,"	Q14934-5	uc010alt.3
NFATC4	chr14	14	+	1	24838358	24848810	24838518	24846911	10	"24838358,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24838582,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	Q14934-9	uc010tot.2
NFATC4	chr14	14	+	1	24838358	24848810	24838518	24846911	10	"24838358,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24838582,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-17	uc010tov.2
NFATC4	chr14	14	+	1	24838358	24848810	24838518	24846149	9	"24838358,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,"	"24838582,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24848810,"	Q14934-10	uc010alv.3
NFATC4	chr14	14	+	1	24838358	24848810	24838814	24846911	9	"24838358,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	NP_001185895	uc010tou.2
NFATC4	chr14	14	+	1	24838358	24848810	24838814	24846911	9	"24838358,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24839800,24841809,24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-18	uc010tow.2
NFATC4	chr14	14	+	1	24838358	24848810	24838814	24846149	8	"24838358,24841646,24842376,24842900,24843531,24844865,24845180,24845499,"	"24839800,24841809,24842576,24843073,24843672,24844921,24845307,24848810,"	Q14934-13	uc010tox.2
NFATC4	chr14	14	+	1	24842020	24848810	24842412	24846911	7	"24842020,24842900,24843531,24844865,24845180,24845499,24846843,"	"24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	Q14934-19	uc001wpd.3
NFATC4	chr14	14	+	1	24842020	24848810	24842412	24846911	7	"24842020,24842900,24843531,24844865,24845180,24845499,24846843,"	"24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-21	uc010toy.2
NFATC4	chr14	14	+	1	24842020	24848810	24842412	24846149	6	"24842020,24842900,24843531,24844865,24845180,24845499,"	"24842576,24843073,24843672,24844921,24845307,24848810,"	Q14934-20	uc010toz.2
NFATC4	chr14	14	+	1	24842900	24848810	24845579	24846911	5	"24842900,24844865,24845180,24845499,24846843,"	"24843672,24844921,24845307,24846084,24848810,"	Q14934-22	uc010tpa.2
NFATC4	chr14	14	+	1	24842900	24848810	24845579	24846149	4	"24842900,24844865,24845180,24845499,"	"24843672,24844921,24845307,24848810,"	Q14934-23	uc010tpb.2
NFATC4	chr14	14	+	1	24836144	24848810	24836260	24846149	10	"24836144,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,"	"24836420,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24848810,"	Q14934-3	uc010tok.2
NFATC4	chr14	14	+	1	24837225	24848810	24837546	24846911	10	"24837225,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-16	uc010tor.2
NFATC4	chr14	14	+	1	24838301	24848810	24838814	24846911	10	"24838301,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24838362,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	NP_001185895	uc010tos.2
NFATC4	chr14	14	+	1	24836144	24848810	24836260	24846911	11	"24836144,24837517,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24836420,24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24845760,24848810,"	Q14934-11	uc010alr.3
NFATC4	chr14	14	+	1	24837225	24848810	24837546	24846911	10	"24837225,24838704,24841646,24842376,24842900,24843531,24844865,24845180,24845499,24846843,"	"24837646,24839800,24841809,24842576,24843073,24843672,24844921,24845307,24846084,24848810,"	Q14934	uc001wpc.3
NFE2	chr12	12	-	0	54685890	54689542	54686157	54689032	2	"54685890,54688918,"	"54687165,54689542,"	Q16621	uc009znk.4
NFE2	chr12	12	-	0	54685890	54694821	54686157	54689032	3	"54685890,54688918,54694584,"	"54687165,54689088,54694821,"	Q16621	uc001sfr.5
NFE2	chr12	12	-	0	54685890	54694821	54686157	54689032	4	"54685890,54688918,54693930,54694584,"	"54687165,54689088,54694060,54694821,"	Q16621	uc009znl.4
NFE2	chr12	12	-	0	54685890	54689563	54686157	54689032	3	"54685890,54688918,54689327,"	"54687165,54689088,54689563,"	Q16621	uc001sfq.4
NFE2L1	chr17	17	+	1	46132071	46138907	46132380	46137003	4	"46132071,46133747,46134705,46135656,"	"46132512,46133960,46134864,46138907,"	F5H1B7	uc010wlf.2
NFE2L1	chr17	17	+	1	46132036	46138907	46132087	46137003	4	"46132036,46133747,46134705,46135656,"	"46132123,46133960,46134864,46138907,"	B4DYE1	uc010wle.2
NFE2L1	chr17	17	+	1	46125685	46138907	46128480	46137003	6	"46125685,46127968,46128478,46133747,46134705,46135656,"	"46125824,46128181,46128990,46133960,46134864,46138907,"	Q14494-2	uc002ina.4
NFE2L1	chr17	17	+	1	46126134	46133855	46128480	46133855	3	"46126134,46127968,46133780,"	"46126226,46128990,46133855,"	J3QQY8	uc002inc.1
NFE2L1	chr17	17	+	1	46125685	46138907	46128480	46137003	5	"46125685,46127968,46133747,46134705,46135656,"	"46125824,46128990,46133960,46134864,46138907,"	Q14494-2	uc002inb.4
NFE2L1	chr17	17	+	1	46125685	46138907	46128480	46137003	6	"46125685,46127968,46133747,46134393,46134705,46135656,"	"46125824,46128990,46133960,46134483,46134864,46138907,"	Q14494	uc002imz.4
NFE2L2	chr2	2	-	0	178098204	178128617	178098690	178098996	2	"178098204,178128130,"	"178098999,178128617,"	C9JFL6	uc010frb.3
NFE2L2	chr2	2	-	0	178097004	178128617	178097905	178098996	3	"178097004,178098732,178128130,"	"178098067,178098999,178128617,"	C9JFL6	uc010fra.3
NFE2L2	chr2	2	-	0	178095030	178257419	178095512	178098996	8	"178095030,178097119,178097977,178098732,178187966,178199120,178203325,178257300,"	"178096736,178097311,178098067,178098999,178188101,178199257,178203427,178257419,"	NP_001138884	uc002uli.5
NFE2L2	chr2	2	-	0	178095030	178128617	178095512	178098996	5	"178095030,178097119,178097977,178098732,178128130,"	"178096736,178097311,178098067,178098999,178128617,"	NP_001138884	uc002ulg.5
NFE2L2	chr2	2	-	0	178095030	178128617	178095512	178098996	5	"178095030,178097119,178097977,178098732,178128130,"	"178096736,178097290,178098067,178098999,178128617,"	E9PGJ7	uc010zfa.3
NFE2L2	chr2	2	-	0	178095030	178129859	178095512	178129304	5	"178095030,178097119,178097977,178098732,178129259,"	"178096736,178097311,178098067,178098999,178129859,"	Q16236	uc002ulh.5
NFIA	chr1	1	+	1	61869747	61928460	61869756	61920992	4	"61869747,61872233,61892136,61920974,"	"61869954,61872399,61892228,61928460,"	NP_001138983	uc001czx.3
NFIA	chr1	1	+	1	61872233	61928460	61872233	61872233	3	"61872233,61905122,61920974,"	"61872399,61905190,61928460,"		uc009wae.3
NFIA	chr1	1	+	1	61547979	61928460	61548463	61920992	11	"61547979,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61892136,61920974,"	"61548490,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61892228,61928460,"	Q12857	uc001czw.3
NFIA	chr1	1	+	1	61542945	61928460	61543297	61920992	11	"61542945,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61892136,61920974,"	"61543300,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61892228,61928460,"	F5H0R0	uc001czy.3
NFIA	chr1	1	+	1	61547533	61928460	61547615	61920992	12	"61547533,61548432,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61892136,61920974,"	"61547719,61548490,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61892228,61928460,"	F8W8W3	uc010oos.2
NFIA	chr1	1	+	1	61547979	61928460	61548463	61921051	10	"61547979,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61920974,"	"61548490,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61928460,"	Q12857-2	uc001czv.3
NFIB	chr9	9	-	0	14081841	14314045	14088195	14313510	12	"14081841,14102420,14112997,14116206,14120438,14125630,14146687,14150143,14155823,14179725,14306987,14313480,"	"14088325,14102509,14113080,14116345,14120623,14125765,14146806,14150264,14155892,14179779,14307519,14314045,"	Q5VW30	uc022bdo.1
NFIB	chr9	9	-	0	14102420	14314045	14102422	14313510	9	"14102420,14120438,14125630,14146687,14150143,14155823,14179725,14306987,14313480,"	"14102509,14120623,14125765,14146806,14150264,14155892,14179779,14307519,14314045,"	Q5VW27	uc011lmo.2
NFIB	chr9	9	-	0	14081841	14180797	14088195	14150193	11	"14081841,14102420,14112997,14116206,14120438,14125630,14146687,14150143,14155823,14179725,14180657,"	"14088325,14102509,14113080,14116345,14120623,14125765,14146806,14150264,14155892,14179779,14180797,"	G3V1P1	uc003zld.3
NFIB	chr9	9	-	0	14081841	14314045	14088307	14313510	11	"14081841,14112997,14116206,14120438,14125630,14146687,14150143,14155823,14179725,14306987,14313480,"	"14088325,14113080,14116345,14120623,14125765,14146806,14150264,14155892,14179779,14307519,14314045,"	Q5VW29	uc003zlf.3
NFIB	chr9	9	-	0	14081841	14398982	14088307	14398630	9	"14081841,14120438,14125630,14146687,14150143,14155823,14179725,14306987,14398522,"	"14088325,14120623,14125765,14146806,14150264,14155892,14179779,14307519,14398982,"	NP_001177667	uc022bdp.1
NFIB	chr9	9	-	0	14081841	14314045	14088307	14313510	9	"14081841,14120438,14125630,14146687,14150143,14155823,14179725,14306987,14313480,"	"14088325,14120623,14125765,14146806,14150264,14155892,14179779,14307519,14314045,"	O00712	uc003zle.3
NFIC	chr19	19	+	1	3366564	3469215	3366634	3462767	11	"3366564,3381709,3425103,3433515,3434274,3435080,3449011,3452479,3453760,3456547,3462749,"	"3366664,3382241,3425175,3433590,3434398,3435205,3449137,3452664,3453914,3456633,3469215,"	P08651	uc010xhi.2
NFIC	chr19	19	+	1	3366564	3469215	3366634	3456598	10	"3366564,3381709,3425103,3433515,3434274,3435080,3449011,3452479,3456547,3462749,"	"3366664,3382241,3425175,3433590,3434398,3435205,3449137,3452664,3456633,3469215,"	NP_001231933	uc010xhj.2
NFIC	chr19	19	+	1	3359560	3469215	3359680	3456598	10	"3359560,3381709,3425103,3433515,3434274,3435080,3449011,3452479,3456547,3462749,"	"3359683,3382241,3425175,3433590,3434398,3435205,3449137,3452664,3456633,3469215,"	P08651-3	uc010xhh.2
